,_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
6582,40239b76fcc180d787d2c53272cc32fc,1-c6f63d794afb5a64c4c5a6dacde5a8ac,2018-12-25,Butantã,-23.5844,-46.7252,65834,48,22,28,24,7,27,41,8,NORMAL,9715
6583,40239b76fcc180d787d2c53272d5500e,1-257481a4a763fe78a52cd28fdbe31316,2018-3-5,Fradique Coutinho,-23.5661,-46.6841,35310,66,43,9,5,38,30,39,20,REABASTECER,10145
6584,40239b76fcc180d787d2c53272d65b11,1-c98a8ef4b3179b0ede1d5824c404a8a0,2018-4-29,Fradique Coutinho,-23.5661,-46.6841,35866,45,34,28,43,36,33,41,41,NORMAL,10199
6585,40239b76fcc180d787d2c53272d6ce56,1-d81542eb3d8e4296f92b9ba1438dbf32,2018-5-19,Fradique Coutinho,-23.5661,-46.6841,33843,32,31,10,10,34,42,32,43,NORMAL,10219
6586,40239b76fcc180d787d2c53272da1306,1-0a25a861c77c5d31b43f70837626a401,2018-10-22,Fradique Coutinho,-23.5661,-46.6841,35395,20,48,24,32,8,37,41,37,NORMAL,10372
6587,40239b76fcc180d787d2c53272dc12a1,1-1f14c3bd068227cbf223adc42a3538ba,2019-1-26,Fradique Coutinho,-23.5661,-46.6841,35603,26,51,10,43,43,43,11,33,NORMAL,10466
6588,40239b76fcc180d787d2c53272de6b62,1-57433471356c49c357a24b4ad4544b1c,2019-5-17,Fradique Coutinho,-23.5661,-46.6841,35139,36,65,57,18,30,31,31,43,NORMAL,10577
6589,40239b76fcc180d787d2c53272e581ae,1-1d85b3f6375eb3aca4a227199db3abd9,2018-3-8,Luz,-23.5365,-46.6332,127215,26,46,55,22,7,38,32,25,NORMAL,10868
6590,40239b76fcc180d787d2c53272e6139f,1-9f41fa780c16052c953ad37da6c4b97e,2018-4-21,Luz,-23.5365,-46.6332,127738,11,42,29,7,43,39,25,34,REABASTECER,10911
6591,40239b76fcc180d787d2c53272e64310,1-a54d87667a40ac3125e9fe21672b5e27,2018-4-28,Luz,-23.5365,-46.6332,126837,26,65,43,30,17,14,37,5,NORMAL,10918
6592,40239b76fcc180d787d2c53272efa046,1-b33dfac7a31d0827b9bdafc9ff375fb2,2019-8-13,Luz,-23.5365,-46.6332,127139,68,16,15,24,36,3,14,36,REABASTECER,11383
6593,40239b76fcc180d787d2c53272f18652,1-8d325e6e0f838498711bafd614278d51,2019-11-29,Luz,-23.5365,-46.6332,127618,86,35,65,12,23,17,43,22,NORMAL,11489
6594,40239b76fcc180d787d2c53272f2137b,1-3edd3489fc66b7e0e4f37611a3939929,2019-12-17,Luz,-23.5365,-46.6332,127069,86,65,65,43,38,5,9,33,REABASTECER,11507
6595,40239b76fcc180d787d2c53272f41733,1-f45ea056c37b1213f5c7101e742f1c86,2018-3-14,Ana Rosa,-23.5813,-46.6383,66850,86,50,9,43,35,13,43,19,REABASTECER,11594
6596,40239b76fcc180d787d2c53272f4d8c5,1-d6dbc45299146e00dcede95b084e54e1,2018-4-22,Ana Rosa,-23.5813,-46.6383,66339,42,24,33,18,34,31,27,32,NORMAL,11632
6597,40239b76fcc180d787d2c53272f9aa65,1-fc8e4337181d65d64d5f21c4f9a825fb,2019-1-14,Ana Rosa,-23.5813,-46.6383,66955,19,65,45,10,22,15,25,18,NORMAL,11894
6598,40239b76fcc180d787d2c53272fc65b1,1-74ed51660a8771bd9c97ff713ee286e2,2019-5-11,Ana Rosa,-23.5813,-46.6383,66067,30,11,24,3,38,36,23,27,REABASTECER,12011
6599,404725a46bd99c1f82569c5d85037550,1-54b15f27cdcef37a7c6ab18bd448e26e,2018-5-4,Pinheiros,-23.5664,-46.703,76778,75,37,65,25,21,33,9,43,NORMAL,8764
6600,404725a46bd99c1f82569c5d85049235,1-65d1232059fe7d411c7e5b3c2e55c44e,2019-4-30,Pinheiros,-23.5664,-46.703,78467,44,45,59,25,18,30,29,20,NORMAL,9120
6601,404725a46bd99c1f82569c5d8504f0da,1-8b77ad40fc4a662de0a95216ecbb4666,2018-9-4,Pinheiros,-23.5664,-46.703,77699,36,14,65,16,13,21,20,32,NORMAL,8884
6602,404725a46bd99c1f82569c5d850cf133,1-a7ba2c35a7db8d698a81e4a05baf9218,2018-9-14,Pinheiros,-23.5664,-46.703,77060,12,20,65,25,20,29,21,34,REABASTECER,8894
6603,404725a46bd99c1f82569c5d8510622b,1-e0f8e7eeb49baafdb00d96022ccdb7be,2019-10-9,Pinheiros,-23.5664,-46.703,76120,74,7,65,28,18,14,40,38,REABASTECER,9279
6604,404725a46bd99c1f82569c5d8515385f,1-ff06a2f90cfca05a27ba250334e0616f,2018-12-27,Pinheiros,-23.5664,-46.703,78575,39,39,6,38,5,21,31,40,NORMAL,8997
6605,404725a46bd99c1f82569c5d8516a1d7,1-79d849c8f553226813970181be71137a,2019-1-11,Pinheiros,-23.5664,-46.703,78575,61,14,41,1,43,34,20,24,REABASTECER,9011
6606,404725a46bd99c1f82569c5d851c32fe,1-d20d9c6681b642e9a7a9fff7c0b09fc3,2019-7-15,Pinheiros,-23.5664,-46.703,78862,73,11,61,12,13,26,26,22,NORMAL,9195
6607,404725a46bd99c1f82569c5d851dbbff,1-135e3ecfb9bb497c5a554e87db1160ba,2019-4-26,Pinheiros,-23.5664,-46.703,79536,86,7,21,38,32,43,43,43,NORMAL,9116
6608,404725a46bd99c1f82569c5d852ba94d,1-2cac359c115b191dcdbe6d11fb7e4f95,2019-11-3,Pinheiros,-23.5664,-46.703,78634,21,50,32,34,4,26,28,43,REABASTECER,9303
6609,404725a46bd99c1f82569c5d85364df6,1-f1b92e7b795adf86a18634de91076837,2018-4-9,Butantã,-23.5844,-46.7252,65212,86,53,37,20,3,8,37,25,REABASTECER,9459
6610,404725a46bd99c1f82569c5d853cd6d2,1-d2189b547d1b87db7b4665a1aa1fb765,2019-6-25,Butantã,-23.5844,-46.7252,65519,43,35,33,5,6,32,35,10,REABASTECER,9895
6611,404725a46bd99c1f82569c5d8542110f,1-c5356f62c883b9d677e2eec047c59b5b,2018-9-12,Butantã,-23.5844,-46.7252,65523,12,60,42,38,31,8,32,21,NORMAL,9612
6612,404725a46bd99c1f82569c5d8544d8b9,1-628d3bf7625e254cdf101a607ea42db9,2018-10-18,Butantã,-23.5844,-46.7252,64277,86,54,40,7,18,28,13,19,NORMAL,9648
6613,404725a46bd99c1f82569c5d85453931,1-a5eed313abb611ccf400e102ab4bde20,2019-10-13,Butantã,-23.5844,-46.7252,65853,29,62,65,7,12,15,23,10,NORMAL,10003
6614,404725a46bd99c1f82569c5d85455692,1-76ec39719efa104a7c37b0355801e758,2018-10-26,Butantã,-23.5844,-46.7252,64284,8,65,51,22,33,10,28,32,NORMAL,9656
6615,404725a46bd99c1f82569c5d85489ade,1-7f5f0362b4fd8194893ac61d49efdb13,2019-3-29,Butantã,-23.5844,-46.7252,65079,8,61,44,38,43,21,41,13,REABASTECER,9809
6616,404725a46bd99c1f82569c5d854d37a7,1-899359b7189d48da34d4b3afc076e25c,2018-1-30,Fradique Coutinho,-23.5661,-46.6841,34032,69,65,58,43,13,20,6,18,NORMAL,10110
6617,404725a46bd99c1f82569c5d8554fb53,1-784a46e6768f7785ef4361ccae6be7d3,2019-9-15,Butantã,-23.5844,-46.7252,65736,36,37,53,35,6,26,9,32,REABASTECER,9975
6618,404725a46bd99c1f82569c5d85551d13,1-853f796324ab08e2d954235b9a7182a7,2019-5-28,Butantã,-23.5844,-46.7252,66299,45,13,17,39,32,31,43,31,NORMAL,9868
6619,404725a46bd99c1f82569c5d8557c323,1-b827074b87caf55b037e2edcb9deb1d2,2018-6-25,Fradique Coutinho,-23.5661,-46.6841,35278,22,54,30,41,22,24,5,24,REABASTECER,10255
6620,404725a46bd99c1f82569c5d855e02d2,1-0ebe77ddd8804d46962e61e50122d667,2019-9-28,Butantã,-23.5844,-46.7252,67293,75,25,30,43,27,24,43,25,NORMAL,9988
6621,404725a46bd99c1f82569c5d856009f9,1-ca41daf543d4a9f878c387296e1ffba8,2019-10-29,Butantã,-23.5844,-46.7252,66968,49,55,17,42,35,2,5,33,REABASTECER,10019
6622,404725a46bd99c1f82569c5d8568080a,1-12df138b4f6a6d1f0a6cb90e25130e91,2019-2-19,Fradique Coutinho,-23.5661,-46.6841,35216,44,53,48,19,30,7,43,29,NORMAL,10489
6623,404725a46bd99c1f82569c5d856c3028,1-19a5d61f3c336fc65f49ba36eda083f5,2018-8-12,Fradique Coutinho,-23.5661,-46.6841,35114,12,47,53,23,37,12,25,3,REABASTECER,10302
6624,404725a46bd99c1f82569c5d856fc99e,1-fde1a90e04e52e719d1a47ec7e709838,2018-9-30,Fradique Coutinho,-23.5661,-46.6841,33136,68,27,48,4,21,29,41,32,REABASTECER,10350
6625,404725a46bd99c1f82569c5d857356db,1-91e9326206c7ed0f7bb3c21cc368ae54,2018-8-6,Fradique Coutinho,-23.5661,-46.6841,36965,70,17,24,33,19,34,6,25,NORMAL,10296
6626,404725a46bd99c1f82569c5d8573e51b,1-9264340b5604bb2c82aada8308df2ade,2018-8-13,Fradique Coutinho,-23.5661,-46.6841,35786,86,45,46,17,31,6,21,43,NORMAL,10303
6627,404725a46bd99c1f82569c5d857d6945,1-ade35a0b84f72223a85f8b480b0f296b,2019-12-24,Fradique Coutinho,-23.5661,-46.6841,35767,86,20,38,20,43,38,43,33,NORMAL,10794
6628,404725a46bd99c1f82569c5d858329b5,1-51f095174f42013f9e47b20b8254aa1b,2019-3-23,Fradique Coutinho,-23.5661,-46.6841,36418,52,37,65,31,34,10,26,35,NORMAL,10523
6629,404725a46bd99c1f82569c5d8584b223,1-d0b6a790fde9b74dc1d98030287aef89,2019-8-4,Fradique Coutinho,-23.5661,-46.6841,36284,68,65,4,40,27,20,20,16,REABASTECER,10654
6630,404725a46bd99c1f82569c5d858aa024,1-de3241ce59246e253efd97a53ed646e3,2019-10-20,Fradique Coutinho,-23.5661,-46.6841,34880,23,65,18,37,30,20,36,28,NORMAL,10730
6631,404725a46bd99c1f82569c5d858c2285,1-aa8cb00b0e211af4efaa965d1252b6c3,2019-7-18,Fradique Coutinho,-23.5661,-46.6841,36006,56,41,41,6,43,39,7,23,REABASTECER,10638
6632,404725a46bd99c1f82569c5d85906ea2,1-624cc10e6ecd40d505c8ae3f810968d7,2018-9-18,Luz,-23.5365,-46.6332,124826,41,61,57,22,34,10,16,17,NORMAL,11058
6633,404725a46bd99c1f82569c5d859127a9,1-00b379bec353034a56b97444fd7217c0,2018-1-17,Luz,-23.5365,-46.6332,125475,9,13,15,43,14,43,17,15,REABASTECER,10817
6634,404725a46bd99c1f82569c5d8597136f,1-959d6550418f00a0e67bc07eeb252913,2019-12-10,Fradique Coutinho,-23.5661,-46.6841,33707,37,35,65,4,19,25,11,43,REABASTECER,10780
6635,404725a46bd99c1f82569c5d859f2292,1-987d9db5833589942b6726219c04a6a3,2018-3-29,Luz,-23.5365,-46.6332,124756,65,43,46,37,4,16,27,36,REABASTECER,10889
6636,404725a46bd99c1f82569c5d85a6d739,1-16abc0dd2e60627178ec1442e907654d,2018-11-17,Luz,-23.5365,-46.6332,126369,66,51,52,9,9,11,36,36,NORMAL,11117
6637,404725a46bd99c1f82569c5d85a93f6a,1-8f86707d60a106e1e5417644aff3b373,2018-12-28,Luz,-23.5365,-46.6332,126883,86,45,16,10,15,2,7,31,REABASTECER,11158
6638,404725a46bd99c1f82569c5d85afce0e,1-72fc8a9ede36153650891d97bfbcb710,2019-4-2,Luz,-23.5365,-46.6332,125637,38,50,26,40,43,4,39,28,NORMAL,11252
6639,404725a46bd99c1f82569c5d85b2f65d,1-2f2deac1200cb3ec11e438d9a8b6bdd2,2019-5-15,Luz,-23.5365,-46.6332,124219,46,12,2,35,16,7,40,19,NORMAL,11295
6640,404725a46bd99c1f82569c5d85b9c1ef,1-b73a9299b171907f6716980de87c0114,2018-5-7,Ana Rosa,-23.5813,-46.6383,67034,73,65,57,9,12,24,10,26,NORMAL,11647
6641,404725a46bd99c1f82569c5d85bb6de3,1-19d79dd4c6ae1789e408117446315569,2018-6-4,Ana Rosa,-23.5813,-46.6383,64910,52,29,61,4,33,29,21,4,REABASTECER,11674
6642,404725a46bd99c1f82569c5d85bd1ea6,1-e185a02e098598cde512a9aa99c17a47,2019-6-22,Luz,-23.5365,-46.6332,125017,49,52,24,16,27,41,10,43,NORMAL,11332
6643,404725a46bd99c1f82569c5d85bfcbe1,1-52f114e0d0fd3ecf121c2321f4af30b2,2019-11-19,Luz,-23.5365,-46.6332,126703,4,37,8,32,23,11,43,23,REABASTECER,11479
6644,404725a46bd99c1f82569c5d85c09f19,1-999942d3f2adafc3603578456ce94fa1,2018-8-15,Ana Rosa,-23.5813,-46.6383,67002,60,65,47,39,10,35,33,17,NORMAL,11745
6645,404725a46bd99c1f82569c5d85c3fd3f,1-bb1c094faef2b5525d29375b6d4b082e,2018-9-30,Ana Rosa,-23.5813,-46.6383,66563,79,55,49,39,41,19,32,3,REABASTECER,11790
6646,404725a46bd99c1f82569c5d85cb2218,1-f40912344311fad0c9f086742fb4ad66,2018-4-30,Ana Rosa,-23.5813,-46.6383,67175,52,46,44,34,5,8,38,6,NORMAL,11640
6647,404725a46bd99c1f82569c5d85cbc606,1-72b79f325282abed4951deb26781ce4d,2018-5-6,Ana Rosa,-23.5813,-46.6383,64575,86,3,65,14,18,29,13,28,NORMAL,11646
6648,404725a46bd99c1f82569c5d85d24831,1-78afb422388dade62e125454390a9880,2018-7-29,Ana Rosa,-23.5813,-46.6383,65305,45,40,0,37,31,37,17,38,NORMAL,11729
6649,404725a46bd99c1f82569c5d85d446b8,1-102a8838288b17da9a55847d50a132bb,2018-5-4,Ana Rosa,-23.5813,-46.6383,66601,15,22,16,22,28,34,23,34,NORMAL,11644
6650,404725a46bd99c1f82569c5d85d4c6fd,1-40c8f7f2363a77fa61037a374db519f0,2018-5-9,Ana Rosa,-23.5813,-46.6383,64745,55,49,43,5,5,19,5,17,NORMAL,11649
6651,404725a46bd99c1f82569c5d85d4d165,1-1ce841936d7acded1fee623b05794c24,2019-5-17,Ana Rosa,-23.5813,-46.6383,63819,55,48,46,25,14,24,37,40,NORMAL,12017
6652,404725a46bd99c1f82569c5d85d58216,1-b3881d5a6410507bec45455772deaf88,2018-9-8,Ana Rosa,-23.5813,-46.6383,67614,22,53,22,21,8,15,24,3,REABASTECER,11768
6653,404725a46bd99c1f82569c5d85d60e54,1-9cac3aec7ad29622ee11c81663387af5,2019-6-6,Ana Rosa,-23.5813,-46.6383,66129,49,11,48,2,23,8,7,6,REABASTECER,12036
6654,404725a46bd99c1f82569c5d85dbf765,1-887d30f3105792a0d7cd5bc27e3f7cbb,2018-12-6,Ana Rosa,-23.5813,-46.6383,66791,57,30,31,40,13,17,34,4,REABASTECER,11856
6655,404725a46bd99c1f82569c5d85e09c43,1-27ec16844754a3510164b7e1e1c7bf62,2018-10-21,Ana Rosa,-23.5813,-46.6383,66003,64,17,14,26,35,20,29,8,NORMAL,11811
6656,404725a46bd99c1f82569c5d85ebfde3,1-93c07b1bdf63af9a148b30340076bb41,2019-4-9,Ana Rosa,-23.5813,-46.6383,64892,67,11,65,21,24,37,19,26,NORMAL,11979
6657,404725a46bd99c1f82569c5d85ef2c14,1-ad3c0347bc4a61da24254380e90a44b9,2019-9-8,Ana Rosa,-23.5813,-46.6383,64832,30,43,49,24,41,32,31,4,REABASTECER,12128
6658,404725a46bd99c1f82569c5d85fb0985,1-a8f1afdfbe91287e26130606945a7369,2018-11-11,São Joaquim,-23.5618,-46.6389,35735,36,38,44,43,38,13,28,34,NORMAL,12551
6659,404725a46bd99c1f82569c5d85fb9d05,1-2f9dffe396bda99b1f5c8edc35131e6a,2018-2-30,São Joaquim,-23.5618,-46.6389,36361,33,19,30,43,20,22,18,31,NORMAL,12300
6660,4094dad12ef7d6669dd40db45d02b1fc,1-0ec30e68d3200333d3fd5b015562bc3a,2018-1-29,Butantã,-23.5844,-46.7252,66454,58,12,60,41,9,39,25,16,NORMAL,9389
6661,4094dad12ef7d6669dd40db45d0612d6,1-8a56c96bcec2de64f37a64045632ed9f,2018-2-19,Butantã,-23.5844,-46.7252,65083,53,41,59,26,37,43,31,21,NORMAL,9409
6662,4094dad12ef7d6669dd40db45d10951f,1-0ad2377710ecd310f8c810bfb2b04825,2018-4-7,Butantã,-23.5844,-46.7252,67775,21,62,51,25,15,19,4,35,NORMAL,9457
6663,4094dad12ef7d6669dd40db45d16b1b4,1-3647dd9a00515474d044991955557f75,2018-9-13,Butantã,-23.5844,-46.7252,66076,86,58,32,36,29,7,26,17,NORMAL,9613
6664,4094dad12ef7d6669dd40db45d17d0e7,1-309e15fb0aa7299b1d26b2ea20037bbe,2018-7-13,Butantã,-23.5844,-46.7252,67894,32,63,29,16,9,31,39,37,NORMAL,9553
6665,4094dad12ef7d6669dd40db45d180967,1-cd163e372de6953bda445a8ee99ed73d,2018-10-7,Butantã,-23.5844,-46.7252,67627,24,51,61,43,19,27,9,20,NORMAL,9637
6666,4094dad12ef7d6669dd40db45d1839c6,1-87723ecfcab6746f2794bb222639357e,2018-10-10,Butantã,-23.5844,-46.7252,67196,74,35,40,31,8,15,41,11,NORMAL,9640
6667,4094dad12ef7d6669dd40db45d21b598,1-43adc792026f568a398593dc29d05d5c,2019-2-16,Butantã,-23.5844,-46.7252,67527,62,62,14,37,11,13,32,10,NORMAL,9766
6668,4094dad12ef7d6669dd40db45d25c433,1-aeae266e441256fcc597d2be2e2281b7,2019-3-27,Butantã,-23.5844,-46.7252,65914,30,5,58,43,9,22,5,21,NORMAL,9807
6669,4094dad12ef7d6669dd40db45d25f6e6,1-5531112de018eb03bb54df377e982164,2019-1-8,Butantã,-23.5844,-46.7252,67993,86,27,11,30,39,33,38,43,NORMAL,9728
6670,4094dad12ef7d6669dd40db45d2e4f35,1-7fe85d492795701000bf20306ec53a66,2019-7-24,Butantã,-23.5844,-46.7252,66647,26,65,17,37,14,31,43,26,NORMAL,9924
6671,4094dad12ef7d6669dd40db45d32d953,1-496ee3b32d2293d0b53283d70a332963,2019-7-6,Butantã,-23.5844,-46.7252,67510,25,39,20,18,37,10,33,12,NORMAL,9906
6672,4094dad12ef7d6669dd40db45d3bdac5,1-261683e2b163e785bbb208ab05868503,2019-11-5,Butantã,-23.5844,-46.7252,66827,75,15,49,28,10,28,21,4,NORMAL,10025
6673,4094dad12ef7d6669dd40db45d3e24f4,1-97b751e86c3e3e0f6efe90ac579ff3ce,2019-12-7,Butantã,-23.5844,-46.7252,65668,27,24,20,14,17,8,19,31,NORMAL,10057
6674,4094dad12ef7d6669dd40db45d40f1a0,1-42ea9507ce687b8593355afc0be8ac3d,2018-1-10,Fradique Coutinho,-23.5661,-46.6841,33449,5,65,65,23,6,10,3,12,REABASTECER,10090
6675,4094dad12ef7d6669dd40db45d4e0c9a,1-cb439666516f4d86381ca54ea044fa68,2018-9-11,Fradique Coutinho,-23.5661,-46.6841,35740,86,7,42,24,11,43,30,20,NORMAL,10331
6676,4094dad12ef7d6669dd40db45d58730b,1-6b56d0d5240aa86faf6c1b7a7ac16f52,2018-10-20,Fradique Coutinho,-23.5661,-46.6841,36347,41,54,36,38,17,43,6,43,NORMAL,10370
6677,4094dad12ef7d6669dd40db45d5fb150,1-76717d8b0beb39c9f586e2fbd05431d4,2019-3-29,Fradique Coutinho,-23.5661,-46.6841,36716,73,65,32,14,10,43,2,14,NORMAL,10529
6678,4094dad12ef7d6669dd40db45d60a2a4,1-e9b999751bb0d9f0450dc27648233185,2019-4-8,Fradique Coutinho,-23.5661,-46.6841,35185,75,27,41,42,17,18,10,25,NORMAL,10538
6679,4094dad12ef7d6669dd40db45d62aaa7,1-bbe5e85e493a90bb9c178fea23003eef,2019-5-6,Fradique Coutinho,-23.5661,-46.6841,34762,68,7,65,9,32,10,28,37,NORMAL,10566
6680,4094dad12ef7d6669dd40db45d6d9735,1-57b0a449b7083eb096b4cf53c5279aab,2019-9-24,Fradique Coutinho,-23.5661,-46.6841,36302,22,20,65,28,40,9,6,39,REABASTECER,10704
6681,4094dad12ef7d6669dd40db45d72df9d,1-bf6474c1538d3e6ad757cca4764ca605,2019-11-27,Fradique Coutinho,-23.5661,-46.6841,34791,86,55,13,41,18,27,18,7,NORMAL,10767
6682,4094dad12ef7d6669dd40db45d74afa1,1-fc30c5b4516372faeab12ddbf92f9ae5,2018-1-18,Luz,-23.5365,-46.6332,124786,86,11,11,37,8,37,14,12,NORMAL,10818
6683,4094dad12ef7d6669dd40db45d77853f,1-1fd3f909514d23929bb12940ea50c9ca,2018-2-26,Luz,-23.5365,-46.6332,124992,63,49,65,16,17,43,37,35,NORMAL,10856
6684,4094dad12ef7d6669dd40db45d7940f1,1-05a4c3ec9fe7d6a6edafcb37eeeecc3d,2019-11-28,Fradique Coutinho,-23.5661,-46.6841,36619,75,52,8,40,16,22,14,5,REABASTECER,10768
6685,4094dad12ef7d6669dd40db45d7b41e1,1-09522d3c1db9c2dc8f3c48fd2b1db6aa,2019-12-26,Fradique Coutinho,-23.5661,-46.6841,35998,63,5,27,9,37,35,36,26,NORMAL,10796
6686,4094dad12ef7d6669dd40db45d7df6d2,1-d47db41d423641d7c6ab47ac472b7c65,2018-2-1,Luz,-23.5365,-46.6332,124913,35,65,54,8,41,34,1,43,REABASTECER,10831
6687,4094dad12ef7d6669dd40db45d81fb52,1-48174d4a0db6984f9d46f1126e9e2d0d,2018-7-10,Luz,-23.5365,-46.6332,126397,23,43,52,15,41,36,28,7,NORMAL,10990
6688,4094dad12ef7d6669dd40db45d894891,1-9e8fe72cc55c7718fbf6fdb0ad7dec57,2018-10-4,Luz,-23.5365,-46.6332,126378,51,30,11,25,10,16,3,35,REABASTECER,11074
6689,4094dad12ef7d6669dd40db45d9008a1,1-373ce28180716f1616770145047bca8a,2018-9-1,Luz,-23.5365,-46.6332,124829,42,59,49,26,19,26,4,7,REABASTECER,11041
6690,4094dad12ef7d6669dd40db45d921883,1-c451b8b7b5533c38d527a973590b204d,2019-1-17,Luz,-23.5365,-46.6332,124893,78,5,20,38,32,20,21,28,NORMAL,11177
6691,4094dad12ef7d6669dd40db45d936226,1-039294ab9e684f5db25b814df2c0916c,2018-10-14,Luz,-23.5365,-46.6332,124585,34,34,13,38,9,24,6,34,NORMAL,11084
6692,4094dad12ef7d6669dd40db45d981819,1-0dbe4fbb795512c78d70ada5756ead98,2019-4-3,Luz,-23.5365,-46.6332,124142,29,44,21,39,37,43,35,26,NORMAL,11253
6693,4094dad12ef7d6669dd40db45d987830,1-56adb3d2934484f399b56248864eb70f,2019-4-8,Luz,-23.5365,-46.6332,126858,77,22,53,27,14,26,15,3,NORMAL,11258
6694,4094dad12ef7d6669dd40db45d9a584d,1-ddbcb16e366ce5034c93cffc464e8b88,2019-3-26,Luz,-23.5365,-46.6332,123907,9,14,65,12,21,24,22,9,NORMAL,11246
6695,4094dad12ef7d6669dd40db45da209cf,1-fef3f457989b8fe4e096f619b8595a96,2019-4-11,Luz,-23.5365,-46.6332,125851,47,65,34,21,8,16,43,34,NORMAL,11261
6696,4094dad12ef7d6669dd40db45da3ec43,1-b33dfac7a31d0827b9bdafc9ff375fb2,2019-8-13,Luz,-23.5365,-46.6332,127139,68,16,15,24,36,3,14,36,REABASTECER,11383
6697,4094dad12ef7d6669dd40db45da95822,1-4a6025006251e379f869be7f619d669c,2019-10-24,Luz,-23.5365,-46.6332,125564,64,27,36,41,37,43,9,34,NORMAL,11454
6698,4094dad12ef7d6669dd40db45daa62a1,1-ba31a0ed0bfc76364a22b92b9a80f531,2019-9-30,Luz,-23.5365,-46.6332,125549,38,37,65,26,9,38,20,9,NORMAL,11430
6699,4094dad12ef7d6669dd40db45dadcc8a,1-7e4feb00784ebf7d3580ee90f11a72bc,2019-12-11,Luz,-23.5365,-46.6332,126897,62,41,51,18,18,19,34,11,NORMAL,11501
6700,4094dad12ef7d6669dd40db45db4c5b4,1-583c8abbeb667bed04b4f0c40803cfc3,2019-11-28,Luz,-23.5365,-46.6332,125369,10,43,5,13,28,21,3,24,NORMAL,11488
6701,4094dad12ef7d6669dd40db45db8e086,1-3f87217572e998fc717a604347f3a5ed,2018-1-13,Ana Rosa,-23.5813,-46.6383,67006,54,56,40,14,31,13,33,38,NORMAL,11533
6702,4094dad12ef7d6669dd40db45dbb4be7,1-23d1871a131542d6a3e74edf0c3b13b2,2018-4-20,Ana Rosa,-23.5813,-46.6383,67626,63,34,45,20,43,35,31,43,NORMAL,11630
6703,4094dad12ef7d6669dd40db45dbb7bcc,1-4c4ffecbd7ae1be10d725f64e14d3fcb,2018-4-24,Ana Rosa,-23.5813,-46.6383,63951,23,10,21,10,29,30,18,27,NORMAL,11634
6704,4094dad12ef7d6669dd40db45dbe44d4,1-15c88a4f242f4e61dd6f53b612ae6a6d,2018-5-25,Ana Rosa,-23.5813,-46.6383,65683,50,3,58,41,18,15,18,39,REABASTECER,11665
6705,4094dad12ef7d6669dd40db45dc4d125,1-cdad42f885714b1903ec73e24b46c2e3,2018-6-1,Ana Rosa,-23.5813,-46.6383,67097,86,43,16,15,43,41,36,13,NORMAL,11671
6706,4094dad12ef7d6669dd40db45dc66243,1-33a651a29e94a10103c66236ad9b7184,2018-10-4,Ana Rosa,-23.5813,-46.6383,66697,34,38,13,31,24,43,16,32,NORMAL,11794
6707,4094dad12ef7d6669dd40db45dd1fab3,1-44e93d90f6809c725cb605f110ddd312,2019-1-9,Ana Rosa,-23.5813,-46.6383,66405,78,32,16,19,39,25,43,38,NORMAL,11889
6708,4094dad12ef7d6669dd40db45dde101c,1-02fbbc2346a351b8531cd58c634275a8,2019-7-7,Ana Rosa,-23.5813,-46.6383,66690,12,42,21,37,25,7,9,12,NORMAL,12067
6709,4094dad12ef7d6669dd40db45de38bab,1-9bfcf0adf0df44a1743194489fa98f56,2019-6-2,Ana Rosa,-23.5813,-46.6383,64801,86,28,10,15,39,24,21,18,NORMAL,12032
6710,4094dad12ef7d6669dd40db45de6b635,1-fa87edf7d58ed2e7e3510e9f372fd8df,2019-10-22,Ana Rosa,-23.5813,-46.6383,66864,47,31,65,18,43,25,26,29,NORMAL,12172
6711,4094dad12ef7d6669dd40db45de704c7,1-7edb5d69ccd065205fed8675c78df31a,2019-7-12,Ana Rosa,-23.5813,-46.6383,64883,45,18,50,19,7,37,30,35,NORMAL,12072
6712,4094dad12ef7d6669dd40db45deb4247,1-da7050cfa9027e01c775cbb0d0c6fe13,2019-12-11,Ana Rosa,-23.5813,-46.6383,64940,22,58,18,36,8,5,31,39,REABASTECER,12221
6713,4094dad12ef7d6669dd40db45ded9634,1-71699eeeea4eb43966e37a045bd3632e,2018-1-8,São Joaquim,-23.5618,-46.6389,32997,10,23,15,20,4,22,11,15,NORMAL,12248
6714,4094dad12ef7d6669dd40db45dedb0ea,1-5a53a86b7e52f7e209c53248362284c0,2019-9-25,Ana Rosa,-23.5813,-46.6383,64780,53,8,65,8,15,20,1,19,REABASTECER,12145
6715,4094dad12ef7d6669dd40db45df15d4f,1-421ac3051e4d3d94c43494364aae005e,2018-1-17,São Joaquim,-23.5618,-46.6389,34427,10,23,9,36,12,37,17,20,REABASTECER,12257
6716,4094dad12ef7d6669dd40db45df5225e,1-0e39dde73e77a9cad42ca4e229ad5b70,2018-4-17,São Joaquim,-23.5618,-46.6389,34533,8,9,46,31,6,34,5,15,NORMAL,12347
6717,4094dad12ef7d6669dd40db45dfa4e4e,1-b9c3c8df99e7c2c02ae09bd8436dae0a,2018-6-26,São Joaquim,-23.5618,-46.6389,35494,9,65,54,35,33,22,4,23,REABASTECER,12416
